State,Value,Category,Year,Dataset,State_Total,Crime_Share,Dataset_Total,Contribution_%,Prev_Value,Growth_Rate,Crime_Rank_State,State_Rank,Intensity,Log_Value,Frequency,Metric
Gujarat,998,Kidnapping and Abduction,2023,IPC,194074,0.005142368,4402152,0.02267073,910,9.67032967,23,680,Low,6.906754779,Rare,I
Haryana,644,Kidnapping and Abduction,2023,IPC,161574,0.00398579,4402152,0.014629209,489,31.69734151,46,854,Low,6.469250317,Rare,I
Himachal Pradesh,270,Kidnapping and Abduction,2023,IPC,20109,0.013426824,4402152,0.006133364,265,1.886792453,16,1249.5,Low,5.602118821,Rare,I
Jharkhand,408,Kidnapping and Abduction,2023,IPC,73189,0.005574608,4402152,0.009268194,600,-32,35,1079,Low,6.013715156,Rare,I
Karnataka,3588,Kidnapping and Abduction,2023,IPC,215349,0.016661326,4402152,0.081505591,3130,14.63258786,15,275,Low,8.185628891,Rare,I
Kerala,194,Kidnapping and Abduction,2023,IPC,289589,0.000669915,4402152,0.004406936,308,-37.01298701,54,1413,Low,5.272999559,Rare,I
Madhya Pradesh,9918,Kidnapping and Abduction,2023,IPC,464214,0.021365146,4402152,0.225298899,8716,13.79072969,10,107,Low,9.202207389,Rare,I
Maharashtra,12603,Kidnapping and Abduction,2023,IPC,530081,0.023775612,4402152,0.286291795,11799,6.814136791,8,84,Low,9.441769503,Rare,I
Manipur,7,Kidnapping and Abduction,2023,IPC,20062,0.000348918,4402152,0.000159013,17,-58.82352941,62.5,3651.5,Low,2.079441542,Rare,I
Meghalaya,69,Kidnapping and Abduction,2023,IPC,4336,0.015913284,4402152,0.001567415,89,-22.47191011,18,1947.5,Low,4.248495242,Rare,I
Mizoram,5,Kidnapping and Abduction,2023,IPC,3627,0.00137855,4402152,0.000113581,4,25,45.5,3919,Low,1.791759469,Rare,I
Nagaland,12,Kidnapping and Abduction,2023,IPC,1224,0.009803922,4402152,0.000272594,7,71.42857143,22.5,3234.5,Low,2.564949357,Rare,I
Odisha,5984,Kidnapping and Abduction,2023,IPC,236342,0.025319241,4402152,0.135933516,5774,3.636993419,7,170,Low,8.697011618,Rare,I
Punjab,46,Kidnapping and Abduction,2023,IPC,60378,0.000761867,4402152,0.001044943,70,-34.28571429,72.5,2230.5,Low,3.850147602,Rare,I
Rajasthan,5813,Kidnapping and Abduction,2023,IPC,320707,0.018125579,4402152,0.132049052,4671,24.44872618,13,175,Low,8.668024081,Rare,I
Sikkim,33,Kidnapping and Abduction,2023,IPC,916,0.036026201,4402152,0.000749633,44,-25,8.5,2461,Low,3.526360525,Rare,I
Tamil Nadu,144,Kidnapping and Abduction,2023,IPC,264838,0.000543729,4402152,0.003271127,182,-20.87912088,74.5,1555.5,Low,4.976733742,Rare,I
Telangana,2771,Kidnapping and Abduction,2023,IPC,250709,0.011052655,4402152,0.062946486,2423,14.36236071,20,346,Low,7.92732436,Rare,I
Tripura,51,Kidnapping and Abduction,2023,IPC,6246,0.008165226,4402152,0.001158524,42,21.42857143,29,2145.5,Low,3.951243719,Rare,I
Uttar Pradesh,5761,Kidnapping and Abduction,2023,IPC,622440,0.009255511,4402152,0.130867812,6305,-8.628072958,22,177,Low,8.659039916,Rare,I
Uttarakhand,565,Kidnapping and Abduction,2023,IPC,26558,0.021274192,4402152,0.012834632,434,30.1843318,17,909,Low,6.338594078,Rare,I
West Bengal,4997,Kidnapping and Abduction,2023,IPC,230714,0.02165885,4402152,0.113512664,4990,0.140280561,9,209.5,Low,8.516793111,Rare,I
A&N Islands,22,Kidnapping and Abduction,2023,IPC,994,0.022132797,4402152,0.000499756,14,57.14285714,14,2759,Low,3.135494216,Rare,I
Chandigarh,145,Kidnapping and Abduction,2023,IPC,4181,0.034680698,4402152,0.003293844,121,19.83471074,5,1549,Low,4.983606622,Rare,I
D&N Haveli and Daman & Diu,47,Kidnapping and Abduction,2023,IPC,1257,0.037390613,4402152,0.00106766,48,-2.083333333,8,2206.5,Low,3.871201011,Rare,I
Delhi,5483,Kidnapping and Abduction,2023,IPC,362886,0.015109428,4402152,0.124552719,5373,2.047273404,6,188,Low,8.609590041,Rare,I
Jammu & Kashmir,432,Kidnapping and Abduction,2023,IPC,34245,0.01261498,4402152,0.009813382,420,2.857142857,21,1046,Low,6.070737728,Rare,I
Ladakh,5,Kidnapping and Abduction,2023,IPC,551,0.00907441,4402152,0.000113581,6,-16.66666667,17.5,3919,Low,1.791759469,Rare,I
Lakshadweep,0,Kidnapping and Abduction,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,22,Kidnapping and Abduction,2023,IPC,4496,0.004893238,4402152,0.000499756,23,-4.347826087,25,2759,Low,3.135494216,Rare,I
Andhra Pradesh,39,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,202496,0.000192596,4402152,0.00088593,32,21.875,112.5,2339.5,Low,3.688879454,Rare,I
Arunachal Pradesh,14,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,3521,0.003976143,4402152,0.000318026,19,-26.31578947,47.5,3126,Low,2.708050201,Rare,I
Assam,371,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,105206,0.003526415,4402152,0.008427696,396,-6.313131313,58,1106,Low,5.918893854,Rare,I
Bihar,685,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,374960,0.001826862,4402152,0.015560571,527,29.98102467,47,826,Low,6.530877628,Rare,I
Chhattisgarh,888,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,111934,0.007933246,4402152,0.020171952,1319,-32.6762699,26,720,Low,6.790097236,Rare,I
Goa,49,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,2947,0.016627078,4402152,0.001113092,46,6.52173913,14,2170.5,Low,3.912023005,Rare,I
Gujarat,547,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,194074,0.002818513,4402152,0.012425741,512,6.8359375,36,929.5,Low,6.306275287,Rare,I
Haryana,304,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,161574,0.001881491,4402152,0.006905713,147,106.8027211,63,1190.5,Low,5.720311777,Rare,I
Himachal Pradesh,73,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,20109,0.003630215,4402152,0.00165828,45,62.22222222,45,1906,Low,4.304065093,Rare,I
Jharkhand,20,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,73189,0.000273265,4402152,0.000454323,65,-69.23076923,105,2825,Low,3.044522438,Rare,I
Karnataka,3133,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,215349,0.014548477,4402152,0.071169737,2807,11.61382259,18,312,Low,8.050065423,Rare,I
Kerala,38,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,289589,0.00013122,4402152,0.000863214,42,-9.523809524,106,2358,Low,3.663561646,Rare,I
Madhya Pradesh,6444,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,464214,0.013881529,4402152,0.146382951,5672,13.61071932,17,158,Low,8.771059915,Rare,I
Maharashtra,7963,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,530081,0.015022232,4402152,0.180888802,6197,28.49766016,16,134,Low,8.982686665,Rare,I
Manipur,2,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,20062,9.97E-05,4402152,4.54E-05,2,0,90,4593,Low,1.098612289,Rare,I
Meghalaya,24,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,4336,0.005535055,4402152,0.000545188,28,-14.28571429,39,2707,Low,3.218875825,Rare,I
Mizoram,1,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,3627,0.00027571,4402152,2.27E-05,0,inf,76.5,5097.5,Low,0.693147181,Rare,I
Nagaland,0,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,1224,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Odisha,5871,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,236342,0.02484112,4402152,0.13336659,5560,5.59352518,9,174,Low,8.67795057,Rare,I
Punjab,6,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,60378,9.94E-05,4402152,0.000136297,19,-68.42105263,133,3762,Low,1.945910149,Rare,I
Rajasthan,2648,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,320707,0.008256758,4402152,0.060152398,1810,46.29834254,25.5,359.5,Low,7.881937489,Rare,I
Sikkim,27,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,916,0.029475983,4402152,0.000613336,39,-30.76923077,10,2607.5,Low,3.33220451,Rare,I
Tamil Nadu,3,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,264838,1.13E-05,4402152,6.81E-05,2,50,176,4307,Low,1.386294361,Rare,I
Telangana,758,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,250709,0.003023426,4402152,0.017218851,676,12.13017751,52,783.5,Low,6.632001777,Rare,I
Tripura,8,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,6246,0.00128082,4402152,0.000181729,11,-27.27272727,62,3541.5,Low,2.197224577,Rare,I
Uttar Pradesh,2380,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,622440,0.003823662,4402152,0.054064467,2065,15.25423729,47,397,Low,7.775275846,Rare,I
Uttarakhand,491,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,26558,0.018487838,4402152,0.011153636,412,19.17475728,24,985.5,Low,6.198478716,Rare,I
West Bengal,1490,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,230714,0.006458212,4402152,0.033847082,1633,-8.756889161,30,529.5,Low,7.307202315,Rare,I
A&N Islands,13,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,994,0.013078471,4402152,0.00029531,10,30,23,3181,Low,2.63905733,Rare,I
Chandigarh,140,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,4181,0.033484812,4402152,0.003180263,111,26.12612613,6,1575,Low,4.94875989,Rare,I
D&N Haveli and Daman & Diu,44,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,1257,0.035003978,4402152,0.000999511,44,0,12,2263,Low,3.80666249,Rare,I
Delhi,3235,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,362886,0.008914645,4402152,0.073486786,2708,19.46085672,14,306,Low,8.082093278,Rare,I
Jammu & Kashmir,114,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,34245,0.003328953,4402152,0.002589643,75,52,39.5,1662,Low,4.744932128,Rare,I
Ladakh,4,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,551,0.007259528,4402152,9.09E-05,0,inf,23.5,4107.5,Low,1.609437912,Rare,I
Lakshadweep,0,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,17,Kidnapping and Abduction - Missing Children Deemed as Kidnapped,2023,IPC,4496,0.003781139,4402152,0.000386175,22,-22.72727273,30,2964,Low,2.890371758,Rare,I
Andhra Pradesh,469,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,202496,0.002316095,4402152,0.01065388,542,-13.46863469,49,1007,Low,6.152732695,Rare,I
Arunachal Pradesh,26,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,3521,0.007384266,4402152,0.00059062,25,4,33.5,2639.5,Low,3.295836866,Rare,I
Assam,473,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,105206,0.004495941,4402152,0.010744745,566,-16.43109541,50,1004,Low,6.161207322,Rare,I
Bihar,1462,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,374960,0.003899083,4402152,0.03321103,1086,34.62246777,28,538.5,Low,7.288244401,Rare,I
Chhattisgarh,1951,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,111934,0.017429914,4402152,0.044319233,1272,53.38050314,11,455,Low,7.576609767,Rare,I
Goa,16,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,2947,0.00542925,4402152,0.000363459,18,-11.11111111,46.5,3016.5,Low,2.833213344,Rare,I
Gujarat,451,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,194074,0.002323856,4402152,0.010244989,398,13.31658291,42,1029,Low,6.11368218,Rare,I
Haryana,340,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,161574,0.002104299,4402152,0.007723495,342,-0.584795322,61,1148.5,Low,5.831882477,Rare,I
Himachal Pradesh,197,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,20109,0.009796608,4402152,0.004475084,220,-10.45454545,25,1402,Low,5.288267031,Rare,I
Jharkhand,388,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,73189,0.005301343,4402152,0.008813871,535,-27.47663551,38,1096,Low,5.963579344,Rare,I
Karnataka,455,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,215349,0.002112849,4402152,0.010335854,323,40.86687307,54,1022.5,Low,6.12249281,Rare,I
Kerala,156,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,289589,0.000538694,4402152,0.003543721,266,-41.35338346,63,1511,Low,5.056245805,Rare,I
Madhya Pradesh,3474,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,464214,0.007483617,4402152,0.078915948,3044,14.1261498,26,285,Low,8.153349758,Rare,I
Maharashtra,4640,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,530081,0.008753379,4402152,0.105402994,5602,-17.17243841,27,230,Low,8.442685139,Rare,I
Manipur,5,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,20062,0.000249227,4402152,0.000113581,15,-66.66666667,66.5,3919,Low,1.791759469,Rare,I
Meghalaya,45,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,4336,0.010378229,4402152,0.001022227,61,-26.2295082,26,2248,Low,3.828641396,Rare,I
Mizoram,4,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,3627,0.00110284,4402152,9.09E-05,4,0,48.5,4107.5,Low,1.609437912,Rare,I
Nagaland,12,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,1224,0.009803922,4402152,0.000272594,7,71.42857143,22.5,3234.5,Low,2.564949357,Rare,I
Odisha,113,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,236342,0.000478121,4402152,0.002566926,214,-47.19626168,69,1664.5,Low,4.736198448,Rare,I
Punjab,40,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,60378,0.000662493,4402152,0.000908646,51,-21.56862745,78,2318.5,Low,3.713572067,Rare,I
Rajasthan,3165,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,320707,0.009868821,4402152,0.071896654,2861,10.62565537,23,308,Low,8.06022424,Rare,I
Sikkim,6,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,916,0.006550218,4402152,0.000136297,5,20,34,3762,Low,1.945910149,Rare,I
Tamil Nadu,141,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,264838,0.000532401,4402152,0.003202979,180,-21.66666667,76.5,1569.5,Low,4.955827058,Rare,I
Telangana,2013,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,250709,0.008029229,4402152,0.045727635,1747,15.22610189,25,447,Low,7.607878073,Rare,I
Tripura,43,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,6246,0.006884406,4402152,0.000976795,31,38.70967742,31,2279,Low,3.784189634,Rare,I
Uttar Pradesh,3381,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,622440,0.005431849,4402152,0.076803345,4240,-20.25943396,36,296,Low,8.126222529,Rare,I
Uttarakhand,74,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,26558,0.002786354,4402152,0.001680996,22,236.3636364,46.5,1897,Low,4.317488114,Rare,I
West Bengal,3507,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,230714,0.015200638,4402152,0.079665582,3357,4.468275246,16,283,Low,8.162801353,Rare,I
A&N Islands,9,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,994,0.009054326,4402152,0.000204445,4,125,28.5,3445,Low,2.302585093,Rare,I
Chandigarh,5,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,4181,0.001195886,4402152,0.000113581,10,-50,61.5,3919,Low,1.791759469,Rare,I
D&N Haveli and Daman & Diu,3,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,1257,0.002386635,4402152,6.81E-05,4,-25,52,4307,Low,1.386294361,Rare,I
Delhi,2248,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,362886,0.006194783,4402152,0.051065933,2665,-15.64727955,19,413,Low,7.718240952,Rare,I
Jammu & Kashmir,318,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,34245,0.009286027,4402152,0.00722374,345,-7.826086957,26,1171,Low,5.765191103,Rare,I
Ladakh,1,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,551,0.001814882,4402152,2.27E-05,6,-83.33333333,38.5,5097.5,Low,0.693147181,Rare,I
Lakshadweep,0,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,5,Kidnapping and Abduction - Other Kidnapping & Abduction,2023,IPC,4496,0.0011121,4402152,0.000113581,1,400,55.5,3919,Low,1.791759469,Rare,I
Andhra Pradesh,0,Kidnapping for Begging,2023,IPC,202496,0,4402152,0,1100,-100,231.5,7340.5,Low,0,Rare,I
Arunachal Pradesh,0,Kidnapping for Begging,2023,IPC,3521,0,4402152,0,6,-100,187,7340.5,Low,0,Rare,I
Assam,39,Kidnapping for Begging,2023,IPC,105206,0.000370701,4402152,0.00088593,101,-61.38613861,111,2339.5,Low,3.688879454,Rare,I
Bihar,0,Kidnapping for Begging,2023,IPC,374960,0,4402152,0,44,-100,215.5,7340.5,Low,0,Rare,I
Chhattisgarh,0,Kidnapping for Begging,2023,IPC,111934,0,4402152,0,62,-100,222.5,7340.5,Low,0,Rare,I
Goa,0,Kidnapping for Begging,2023,IPC,2947,0,4402152,0,21,-100,184,7340.5,Low,0,Rare,I
Gujarat,1,Kidnapping for Begging,2023,IPC,194074,5.15E-06,4402152,2.27E-05,98,-98.97959184,194,5097.5,Low,0.693147181,Rare,I
Haryana,3,Kidnapping for Begging,2023,IPC,161574,1.86E-05,4402152,6.81E-05,483,-99.37888199,177,4307,Low,1.386294361,Rare,I
Himachal Pradesh,0,Kidnapping for Begging,2023,IPC,20109,0,4402152,0,112,-100,203,7340.5,Low,0,Rare,I
Jharkhand,5,Kidnapping for Begging,2023,IPC,73189,6.83E-05,4402152,0.000113581,26,-80.76923077,146.5,3919,Low,1.791759469,Rare,I
Karnataka,0,Kidnapping for Begging,2023,IPC,215349,0,4402152,0,242,-100,228.5,7340.5,Low,0,Rare,I
Kerala,0,Kidnapping for Begging,2023,IPC,289589,0,4402152,0,491,-100,230,7340.5,Low,0,Rare,I
Madhya Pradesh,0,Kidnapping for Begging,2023,IPC,464214,0,4402152,0,1005,-100,237.5,7340.5,Low,0,Rare,I
Maharashtra,0,Kidnapping for Begging,2023,IPC,530081,0,4402152,0,2689,-100,241,7340.5,Low,0,Rare,I
Manipur,0,Kidnapping for Begging,2023,IPC,20062,0,4402152,0,1,-100,195,7340.5,Low,0,Rare,I
Meghalaya,0,Kidnapping for Begging,2023,IPC,4336,0,4402152,0,3,-100,198,7340.5,Low,0,Rare,I
Mizoram,0,Kidnapping for Begging,2023,IPC,3627,0,4402152,0,1,-100,171,7340.5,Low,0,Rare,I
Nagaland,0,Kidnapping for Begging,2023,IPC,1224,0,4402152,0,3,-100,172,7340.5,Low,0,Rare,I
Odisha,0,Kidnapping for Begging,2023,IPC,236342,0,4402152,0,351,-100,205.5,7340.5,Low,0,Rare,I
Punjab,1,Kidnapping for Begging,2023,IPC,60378,1.66E-05,4402152,2.27E-05,65,-98.46153846,168.5,5097.5,Low,0.693147181,Rare,I
Rajasthan,9,Kidnapping for Begging,2023,IPC,320707,2.81E-05,4402152,0.000204445,509,-98.23182711,140,3445,Low,2.302585093,Rare,I
Sikkim,0,Kidnapping for Begging,2023,IPC,916,0,4402152,0,2,-100,168.5,7340.5,Low,0,Rare,I
Tamil Nadu,2,Kidnapping for Begging,2023,IPC,264838,7.55E-06,4402152,4.54E-05,117,-98.29059829,184,4593,Low,1.098612289,Rare,I
Telangana,2,Kidnapping for Begging,2023,IPC,250709,7.98E-06,4402152,4.54E-05,1884,-99.89384289,177.5,4593,Low,1.098612289,Rare,I
Tripura,0,Kidnapping for Begging,2023,IPC,6246,0,4402152,0,0,0,187,7340.5,Low,0,Rare,I
Uttar Pradesh,1,Kidnapping for Begging,2023,IPC,622440,1.61E-06,4402152,2.27E-05,412,-99.75728155,208,5097.5,Low,0.693147181,Rare,I
Uttarakhand,2,Kidnapping for Begging,2023,IPC,26558,7.53E-05,4402152,4.54E-05,46,-95.65217391,133.5,4593,Low,1.098612289,Rare,I
West Bengal,0,Kidnapping for Begging,2023,IPC,230714,0,4402152,0,353,-100,217.5,7340.5,Low,0,Rare,I
A&N Islands,0,Kidnapping for Begging,2023,IPC,994,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Chandigarh,0,Kidnapping for Begging,2023,IPC,4181,0,4402152,0,15,-100,184.5,7340.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping for Begging,2023,IPC,1257,0,4402152,0,0,0,166.5,7340.5,Low,0,Rare,I
Delhi,0,Kidnapping for Begging,2023,IPC,362886,0,4402152,0,233,-100,215.5,7340.5,Low,0,Rare,I
Jammu & Kashmir,0,Kidnapping for Begging,2023,IPC,34245,0,4402152,0,15,-100,202,7340.5,Low,0,Rare,I
Ladakh,0,Kidnapping for Begging,2023,IPC,551,0,4402152,0,0,0,151.5,7340.5,Low,0,Rare,I
Lakshadweep,0,Kidnapping for Begging,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,0,Kidnapping for Begging,2023,IPC,4496,0,4402152,0,5,-100,167.5,7340.5,Low,0,Rare,I
Andhra Pradesh,6,Kidnapping to Murder,2023,IPC,202496,2.96E-05,4402152,0.000136297,0,inf,166.5,3762,Low,1.945910149,Rare,I
Arunachal Pradesh,0,Kidnapping to Murder,2023,IPC,3521,0,4402152,0,0,0,187,7340.5,Low,0,Rare,I
Assam,7,Kidnapping to Murder,2023,IPC,105206,6.65E-05,4402152,0.000159013,39,-82.05128205,139,3651.5,Low,2.079441542,Rare,I
Bihar,47,Kidnapping to Murder,2023,IPC,374960,0.000125347,4402152,0.00106766,0,inf,94,2206.5,Low,3.871201011,Rare,I
Chhattisgarh,2,Kidnapping to Murder,2023,IPC,111934,1.79E-05,4402152,4.54E-05,0,inf,158,4593,Low,1.098612289,Rare,I
Goa,0,Kidnapping to Murder,2023,IPC,2947,0,4402152,0,0,0,184,7340.5,Low,0,Rare,I
Gujarat,1,Kidnapping to Murder,2023,IPC,194074,5.15E-06,4402152,2.27E-05,1,0,194,5097.5,Low,0.693147181,Rare,I
Haryana,8,Kidnapping to Murder,2023,IPC,161574,4.95E-05,4402152,0.000181729,3,166.6666667,154,3541.5,Low,2.197224577,Rare,I
Himachal Pradesh,6,Kidnapping to Murder,2023,IPC,20109,0.000298374,4402152,0.000136297,0,inf,99,3762,Low,1.945910149,Rare,I
Jharkhand,20,Kidnapping to Murder,2023,IPC,73189,0.000273265,4402152,0.000454323,5,300,105,2825,Low,3.044522438,Rare,I
Karnataka,4,Kidnapping to Murder,2023,IPC,215349,1.86E-05,4402152,9.09E-05,0,inf,172.5,4107.5,Low,1.609437912,Rare,I
Kerala,1,Kidnapping to Murder,2023,IPC,289589,3.45E-06,4402152,2.27E-05,0,inf,195,5097.5,Low,0.693147181,Rare,I
Madhya Pradesh,9,Kidnapping to Murder,2023,IPC,464214,1.94E-05,4402152,0.000204445,0,inf,162.5,3445,Low,2.302585093,Rare,I
Maharashtra,18,Kidnapping to Murder,2023,IPC,530081,3.40E-05,4402152,0.000408891,0,inf,156.5,2911.5,Low,2.944438979,Rare,I
Manipur,3,Kidnapping to Murder,2023,IPC,20062,0.000149536,4402152,6.81E-05,0,inf,77.5,4307,Low,1.386294361,Rare,I
Meghalaya,0,Kidnapping to Murder,2023,IPC,4336,0,4402152,0,0,0,198,7340.5,Low,0,Rare,I
Mizoram,0,Kidnapping to Murder,2023,IPC,3627,0,4402152,0,0,0,171,7340.5,Low,0,Rare,I
Nagaland,0,Kidnapping to Murder,2023,IPC,1224,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Odisha,1,Kidnapping to Murder,2023,IPC,236342,4.23E-06,4402152,2.27E-05,0,inf,149,5097.5,Low,0.693147181,Rare,I
Punjab,9,Kidnapping to Murder,2023,IPC,60378,0.000149061,4402152,0.000204445,1,800,120.5,3445,Low,2.302585093,Rare,I
Rajasthan,1,Kidnapping to Murder,2023,IPC,320707,3.12E-06,4402152,2.27E-05,9,-88.88888889,192,5097.5,Low,0.693147181,Rare,I
Sikkim,0,Kidnapping to Murder,2023,IPC,916,0,4402152,0,0,0,168.5,7340.5,Low,0,Rare,I
Tamil Nadu,5,Kidnapping to Murder,2023,IPC,264838,1.89E-05,4402152,0.000113581,2,150,162,3919,Low,1.791759469,Rare,I
Telangana,1,Kidnapping to Murder,2023,IPC,250709,3.99E-06,4402152,2.27E-05,2,-50,194,5097.5,Low,0.693147181,Rare,I
Tripura,2,Kidnapping to Murder,2023,IPC,6246,0.000320205,4402152,4.54E-05,0,inf,88.5,4593,Low,1.098612289,Rare,I
Uttar Pradesh,185,Kidnapping to Murder,2023,IPC,622440,0.000297217,4402152,0.00420249,1,18400,96,1437,Low,5.225746674,Rare,I
Uttarakhand,1,Kidnapping to Murder,2023,IPC,26558,3.77E-05,4402152,2.27E-05,2,-50,149,5097.5,Low,0.693147181,Rare,I
West Bengal,10,Kidnapping to Murder,2023,IPC,230714,4.33E-05,4402152,0.000227162,0,inf,123,3368,Low,2.397895273,Rare,I
A&N Islands,0,Kidnapping to Murder,2023,IPC,994,0,4402152,0,0,0,172,7340.5,Low,0,Rare,I
Chandigarh,1,Kidnapping to Murder,2023,IPC,4181,0.000239177,4402152,2.27E-05,0,inf,99.5,5097.5,Low,0.693147181,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping to Murder,2023,IPC,1257,0,4402152,0,0,0,166.5,7340.5,Low,0,Rare,I
Delhi,0,Kidnapping to Murder,2023,IPC,362886,0,4402152,0,0,0,215.5,7340.5,Low,0,Rare,I
Jammu & Kashmir,7,Kidnapping to Murder,2023,IPC,34245,0.000204409,4402152,0.000159013,0,inf,94,3651.5,Low,2.079441542,Rare,I
Ladakh,0,Kidnapping to Murder,2023,IPC,551,0,4402152,0,0,0,151.5,7340.5,Low,0,Rare,I
Lakshadweep,0,Kidnapping to Murder,2023,IPC,145,0,4402152,0,0,0,147.5,7340.5,Low,0,Rare,I
Puducherry,0,Kidnapping to Murder,2023,IPC,4496,0,4402152,0,0,0,167.5,7340.5,Low,0,Rare,I
Andhra Pradesh,13,Kidnapping for Ransom,2023,IPC,202496,6.42E-05,4402152,0.00029531,6,116.6666667,144.5,3181,Low,2.63905733,Rare,I
Arunachal Pradesh,5,Kidnapping for Ransom,2023,IPC,3521,0.001420051,4402152,0.000113581,0,inf,63.5,3919,Low,1.791759469,Rare,I
